singapore mobike pte,transport
paypal *cleverbridg,shopping
paypal *drugstore,pharm
לב דיזינגוף סנטר,movies
דרגסטור אבן גבירול,pharm
סם ליין,shopping
ברבריה,haircut
מסעדת nono,eating out
איוונטים,concerts
לואי,veer
פילפלת איכילוב דנה,eating out
דיילי קפה - מרכז הירידים,eating out
ברנקה,eating out
פיצה ברוקלין,eating out
פלפלת איכילוב ליס,eating out
ארומה וייצמן,eating out
סופר פארם מרכז השלום,pharm
חב חשמל דן חשבונות,electic bill
בושוויק,eating out
paypal *ariiragroup,shopping
amzn mktp de,shopping
paypal *tmodernlife,shopping
aliexpress,shopping
paypal *gumroad genepoo,shopping
שור טבאצניק בעמ,pharm
העברה באפליקציית paybox,shopping
רמי לוי - אינטרנט,groceries
דלק מנטה קמעונאות דרכים שלום נס ציונה,gas
נמשים,shopping
לה פרינה,groceries
סולטנה הפקות בעמ,eating out
דרגסטור פרישמן,groceries
מסעדת חג כחיל בעמ אקספר,eating out
ד.ש.ש. אלקטרוניקה -,shopping
פינה בראש בעמ-צמרת,eating out
הע. לעדינה יעקב בסניף 10-676,other
משיכת שיק:0080000041,other
העברה מ יפעת טישלרי חשבון 12-799-0095-000000000 י סיור עגלותי,nevo
הע. לדרינה מיוסט בסניף 17-660,shopping
משיכת שיק:0080000040,other
הע. לאי בי אי בעמ בסניף 12-600,transfer
משיכת שיק:0080000042,other
העברה מ יעל גולדוסרי חשבון 12-799-0095-000000000 י עוגותי,shopping
העברה מגת שרה וויקטורי חשבון 10-949-0330-048773906 י קרוב משפחהי,other
משיכת שיק:0080000035,other
הפקדת שיק שמספרה 000032,other
העברה מ יפעת טישלרי חשבון 12-799-0095-000000000 י בוקה בלי ילדיםי,other
העברה מ יפעת טישלרי חשבון 12-799-0095-000000000 י סדנתצעצועים ללא תפירהמסובכתי,other
העברה מ מתן שפיירי חשבון 12-799-0095-000000000 י אגוזי לוזי,shopping
משיכת שיק:0080000036,other
חיוב מקס-לאומיק,transfer
העברה מגיורא ויהודית רבי חשבון 46-504-0000-105037641 י העברה באינטרנטי,shopping\
משיכת שיק:0080000037,other
www.aliexpress.com,shopping
paypal *next retail,shopping
wolt enterprises oy,eating out
טרקליני ההיכל בעמ,eating out
פריים פורום,eating out
שוקיט בעמ,groceries
ארומה חצרות יפו,eating out
טראק,shopping
bread story,groceries
דוק,eating out
אביאל עיצוב שיער,hair cut
משק חביביאן,groceries
איוונטר כרטיסים,concerts
אורבן שמאן בעמ,eating out
קיט קט,\shopping
ווניליה ירמיהו,eating out
fu sushi,eating out
משלוחה - נאם,eating out
פופקה,nevo
משרד הפנים צ שרת התשלומים,other
בלינגי,other
ענטל חברה לניהול וסחר בעמ,nevo
כלי מיטה - nap,shopping
דומו רמת אביב,shopping
שופרסל און ליין,groceries
סופרפארם אבן גבירול,pharma
קפה קסטל,eating out
wolt enterprises oy    helsinki      fi,eating out
eb railsconf 2019,expenses
ספרינט מוטורס בעמ- עתלית,groceries
ניני האצי - תא,eating out
י.ע. כלבו עידית בעמ,shopping
מאי פופ,shopping
צומת ספרים קניון רמת אביב,shopping
רולדין בית לסין,eating out
הברית למען עתיד ישראל,donation
נירו קפה,eating out
קאימאק לוינסקי,eating out
פיצוחי הר סיני,groceries
iplan - העברת מתנה לאירוע,gift
amzn mktp us*mi4is2we0,shopping
audible us*mw95m4fb2,audio
paypal *miloviamarc,nevo
סופרפארם אונליין,pharma
גשן,eating out
בר מנזר בעמ,eating out
קוגול-טייר סנטר רמת אביב,car
akif,eating out
המיצים של שנקין,eating out
ארקפה אבן גבירול,eating out
באבאל,unknown
אניטה גלידה בעמ-יוגורט,eating out
יאשקה,eating out
שטראוס קפה בי וי,eating out
בוזולינו,nevo
loveat הבימה,eating out
לי סמדרסמן - אפונציק,nevo
דליקטסן,eating out
קפיטריה מוזיאון תל א,eating out
רולדין דיזינגוף סנטר,eating out
bretonne-צמרת,eating out
כספומט הפועלים  אביבים,cash
סקץ sketch,shopping
tommy annika,shopping
קוליקו עיצובים בעמ-צמרת,shopping
שוקולטה - נפולי,eating out
טפליא,shopping
מגה בעיר בבלי,groceries
אס מילנו,eating out
איוונטבאז - כרטיסים,concerts
יופיי- leimal,unknown
קופת חולים כללית,heathcare
קפטן כיכר רבין עמ,eating out
ילדות  קסומה,kindergarden
fika,eating out
כספומט ירושלים  ירושלים,cash
לחמים רמת השרון,groceries
לי סלע,yoga
עלים ירוקים אוניברסיטה,eating out
קפה בבלי,eating out
פנקס הקטן,eating out
מוזיאון תא לאומנות,fun
בון פילאטיס  בעמ,yoga
amzn mktp us*m07a627u1,shopping
paypal *payist,shopping
paypal *popka pwpqh,nevo
google *dark sky,shopping
amzn mktp us*m20vr7qz0,shopping
amzn mktp us*m25id4d61,shopping
paypal *microsoft micr,internet
paypal *afunchik,nevo
דיגיטל אלקטריק בעמ,shopping
קיי.אס.פי מירי תל אביב ג.,shopping
rebrab ilimaj,haircut
קולקשן עיצוב,shopping
גונו קפה כיכר מילאנו תא,eating out
אובן - קובן בעמ,eating out
מאנטה ריי,eating out
אחוזות החוף חניון בית האצ,car
קפליקס בעמ,eating out
ניופארם אזורי חן,pharma
מאמא גורו,shopping
כספומט עלית הטו תל אביב,cash
לחם תושיה - יהודה מכבי,shopping
בית דניאל,nevo
אחוזות החוף מוזיאונים,car
nam,eating out
google *play,shopping 
google *google store,shopping
paypal *dftbarecord,donation
amzn mktp us*m01vu4a12,shopping
שילב גן העיר,shopping
עדן טבע מרקט - תל אביב,Groceries
yap reppep,shopping
בר יין bar wine,eating out
עיריית תל אביב חנייה חדשה,car
איסאן,eating out
סונול אביב,gas
ריבית לקוחות.,tax
הדואר בא אלי-חברת דואר ישראל,shopping
